N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
150.008255,124.382683,273.760315,79.465584,22.068995,78.451439,28.052954,6.957977,220.791046,coconut
152.577728,102.516579,247.334793,93.624802,24.75584,76.141586,31.789093,6.431927,247.220947,coconut
172.36731,133.946365,212.081741,60.816044,28.051367,79.584534,25.952059,6.831244,299.898499,coconut
175.676971,120.665192,217.445282,73.692574,31.637325,75.552361,32.045876,6.920439,134.846298,coconut
153.007507,148.773956,209.669373,91.039398,24.083551,83.434586,32.417339,6.615787,124.149773,coconut
152.596481,107.586868,208.171356,89.479874,23.866299,77.064247,23.076729,6.777243,155.56749,coconut
189.692368,117.76368,240.002533,83.928291,20.034582,81.055717,28.683699,6.74643,297.359772,coconut
181.052505,130.812637,210.463501,85.23333,24.324364,78.856339,28.423679,6.867027,104.694115,coconut
162.412659,96.960999,245.931091,63.39334,30.132713,80.65963,27.089417,6.91541,297.933258,coconut
189.524368,111.374825,296.878387,82.273346,24.575609,84.194046,22.052069,6.414394,255.42485,coconut
199.290344,80.269417,208.865646,69.753471,26.22747,84.805756,29.472904,6.999181,171.775131,coconut
199.356873,120.386307,209.602966,78.547783,24.442711,78.009613,30.482395,6.606252,281.225128,coconut
183.465469,96.013512,299.921082,78.348183,27.035084,84.218834,27.889185,6.609508,159.36702,coconut
179.977203,106.344589,252.696213,86.107422,25.357136,84.474403,31.104748,6.805873,290.450897,coconut
194.812775,129.055054,257.210876,87.210609,21.934469,81.834206,32.20507,6.542561,125.065231,coconut
197.132111,81.651726,233.389801,97.236191,31.903173,81.562233,22.327328,6.87944,179.020721,coconut
145.657684,110.674515,241.786575,79.001144,25.681683,76.105339,30.656162,6.720644,145.24321,coconut
194.777969,122.637726,230.993103,73.524292,23.263031,77.598923,23.59008,6.922568,124.410492,coconut
162.56749,107.204041,261.733856,88.822746,27.601311,83.301575,22.558308,6.537639,150.743668,coconut
160.903915,84.70282,296.740601,95.542877,25.615395,82.40506,22.073599,6.427216,201.157013,coconut
189.234039,129.326416,286.454529,75.029884,25.467979,84.171677,24.084963,6.40807,272.051086,coconut
175.266983,86.320946,293.112793,84.592987,31.001642,82.407745,26.321177,6.806373,156.471985,coconut
164.994415,137.621643,279.067413,78.943977,20.251955,76.901566,22.209782,6.616014,168.372498,coconut
156.628632,84.947449,287.811462,70.216019,21.186518,82.628662,26.514492,6.417663,117.181488,coconut
189.024429,85.532303,262.592896,62.574059,26.609112,75.852509,29.519005,6.842454,155.532593,coconut
190.697128,143.653595,261.714966,97.152275,20.897512,75.376534,30.822325,6.684339,138.020035,coconut
190.504776,133.332794,279.703461,65.674828,27.837414,78.54567,29.261909,6.941947,200.092575,coconut
187.806458,97.565498,285.871918,85.2509,30.509457,81.026772,29.575665,6.460603,182.167297,coconut
161.403381,120.334831,249.880768,71.344208,26.017607,80.024284,26.404884,6.656374,200.610474,coconut
160.068237,106.399437,254.609207,84.764938,31.359081,83.301582,27.627195,6.678386,156.578506,coconut
179.715317,98.485619,235.489594,64.716484,23.408199,82.1577,24.99544,6.648075,138.707581,coconut
171.411636,94.717514,223.641098,64.969009,28.086601,83.475723,32.457836,6.61435,121.401512,coconut
172.645966,128.916016,201.943985,85.580978,24.11492,84.443161,26.416288,6.710313,103.799446,coconut
152.082626,82.431984,247.571335,78.409058,31.459568,76.742233,28.947498,6.479319,138.606064,coconut
147.088608,135.382706,241.086395,96.008408,27.723927,84.028084,31.503712,6.53479,156.247803,coconut
185.653473,127.689957,211.613358,75.06086,28.198471,82.877754,25.833628,6.926099,127.949219,coconut
164.679108,110.018852,255.742691,62.337345,23.325865,78.80648,30.024227,6.856562,194.173553,coconut
196.780975,103.146393,281.088928,81.241737,27.758511,80.083801,27.18741,6.88122,153.607574,coconut
166.705978,108.502594,222.076859,78.45517,20.522835,76.734093,32.257305,6.793127,132.643341,coconut
187.091782,126.979858,201.673782,79.796013,21.458578,84.46611,24.113644,6.771972,192.106812,coconut
186.305344,134.52121,277.967316,63.515087,20.33412,79.277847,27.239477,6.895614,109.03241,coconut
165.996338,108.772018,230.942505,88.208649,26.750307,76.539856,28.730209,6.792308,204.418472,coconut
186.448654,97.366165,211.276749,98.343796,25.901287,77.475716,32.596039,6.978224,173.331924,coconut
169.770813,80.534729,277.888397,81.863266,27.369202,78.496681,22.128662,6.505122,168.399445,coconut
145.973541,135.116608,283.638733,74.316071,20.107443,76.014259,26.834957,6.598181,194.869354,coconut
181.261429,146.421219,268.48764,85.554405,27.835756,84.309921,31.801111,6.520784,198.397156,coconut
166.902939,82.186455,211.278214,79.099457,27.272375,75.058914,22.45599,6.984562,247.420151,coconut
151.631226,95.791115,225.425293,93.317215,25.789124,77.119591,24.491119,6.918826,240.112564,coconut
176.039398,119.058945,299.480743,99.078697,31.098787,76.908852,22.391191,6.443353,222.807648,coconut
189.470428,109.390495,273.012085,67.922203,22.873686,83.360489,23.014297,6.522201,298.163818,coconut
172.535156,100.493935,222.165909,88.860085,31.404518,84.524651,24.564716,6.946042,141.269577,coconut
165.273438,98.385361,285.935272,74.108582,24.566767,76.080528,24.476154,6.451422,194.858734,coconut
164.737396,115.711441,266.124878,92.515198,21.875328,80.768234,27.335474,6.928573,154.635803,coconut
197.529572,88.115578,201.233307,67.804062,31.656473,76.426216,24.7745,6.562055,209.64209,coconut
181.902069,103.332809,273.746704,84.3246,25.753286,83.70919,28.990646,6.469085,212.040237,coconut
153.761841,121.243744,228.717773,95.089256,28.48444,81.620743,23.854479,6.771028,210.168396,coconut
188.226685,81.769173,262.948273,64.956337,20.553986,76.80275,22.596823,6.846393,247.662109,coconut
172.40686,86.665604,253.45018,89.999435,21.590698,77.254852,25.252556,6.411032,112.132812,coconut
141.568298,138.809235,214.589691,80.340149,26.993896,77.647514,31.430143,6.831631,292.335693,coconut
149.630081,122.104004,212.829041,76.300545,26.57159,81.827034,27.001709,6.502767,148.272583,coconut
192.475098,113.065041,208.059387,74.764374,20.94978,75.556435,30.879751,6.689418,168.711319,coconut
181.283615,87.294853,250.079269,85.056633,30.402098,84.805214,23.425583,6.479705,131.043259,coconut
181.041718,136.821518,236.470154,81.269554,22.658194,80.302757,26.459545,6.717117,169.674103,coconut
165.121063,91.981056,210.003372,60.345352,25.064699,84.999596,24.296038,6.999731,172.510773,coconut
193.366241,89.726837,297.650604,63.465687,29.861664,76.54744,30.373081,6.559024,169.649323,coconut
188.130325,122.204224,277.556519,77.277962,30.38212,79.330841,24.963257,6.851906,225.921906,coconut
150.774536,139.671021,221.61673,75.406212,21.263172,82.87735,28.129665,6.92583,200.459991,coconut
158.045349,119.745697,253.393295,65.803032,21.187529,80.35392,27.397308,6.415586,263.822876,coconut
184.911301,145.350616,258.645447,98.519699,26.140629,84.414642,30.150667,6.733126,279.52948,coconut
177.48053,98.173615,243.693604,93.861389,21.786007,84.611443,27.386971,6.718957,233.103317,coconut
145.137131,96.725548,255.067078,85.599045,22.646107,79.82003,29.510954,6.787557,155.929688,coconut
171.216644,129.871826,236.612778,62.034782,26.474749,78.69249,24.390144,6.62874,288.56189,coconut
143.476868,126.945633,274.636108,82.07003,28.536312,76.151299,23.11718,6.511265,137.52179,coconut
191.585785,114.091705,266.343842,83.942841,28.547394,82.295746,29.106993,6.765781,229.261627,coconut
140.987457,130.406555,214.501175,83.898048,21.84395,82.189171,24.518806,6.733862,156.961334,coconut
149.450409,112.062233,258.274811,96.386101,28.643757,77.165558,27.952137,6.709446,232.391159,coconut
172.847229,110.512924,234.831482,69.497253,24.38315,81.605667,27.908104,6.886565,127.658783,coconut
167.890381,132.593018,225.779373,62.997505,29.116327,82.248085,24.974796,6.718424,104.381477,coconut
161.081635,127.853348,283.700104,89.703308,22.43288,79.285149,30.443256,6.628272,172.503723,coconut
148.886627,149.571869,234.31221,68.575943,23.481937,83.514519,28.299295,6.929918,250.466446,coconut
157.360809,91.983505,298.791443,70.919716,31.990013,80.608574,25.989094,6.840624,102.545296,coconut
193.616776,148.34729,205.866013,78.5634,21.837399,78.809799,22.007973,6.574313,213.773315,coconut
174.160065,97.95723,220.247482,82.684532,28.048706,84.595047,30.77545,6.98134,145.32518,coconut
182.098206,127.694939,264.916321,63.43491,21.865341,76.376808,31.32457,6.769197,157.181091,coconut
191.146347,86.462868,207.099319,86.367455,21.493872,80.236015,24.782473,6.736368,123.415398,coconut
156.062149,121.290047,293.994202,67.009132,21.801991,83.30423,26.766098,6.450426,257.365417,coconut
195.860046,98.938675,293.634094,98.524162,30.349781,82.997551,22.179049,6.540225,267.349487,coconut
179.373032,88.23204,270.047577,91.323792,22.047857,82.038765,25.379295,6.582761,271.077515,coconut
188.468994,127.95565,247.444397,97.008568,23.392689,75.55909,30.018654,6.461458,269.49823,coconut
197.428345,87.747917,208.22377,78.864311,25.343679,75.645065,31.609192,6.971855,259.68515,coconut
189.003113,130.336044,282.876617,67.624336,28.619448,78.865799,30.381004,6.685527,119.350113,coconut
180.944092,91.020691,255.503769,71.772934,24.342468,76.115524,27.898403,6.750876,138.209534,coconut
178.71196,95.04277,258.30304,63.920944,23.745777,75.450279,22.034775,6.45156,290.728394,coconut
170.04483,117.157555,219.346771,88.89389,31.277641,84.168556,23.840549,6.402644,189.024216,coconut
146.065155,103.001747,265.507141,72.118294,29.407169,76.11512,30.194443,6.750607,210.720306,coconut
172.078201,104.769608,255.953659,67.386635,21.607441,76.997719,30.407856,6.610584,160.377731,coconut
158.17514,89.361778,296.90332,66.171844,29.659761,78.49939,26.803806,6.85455,114.946121,coconut
156.839706,92.672768,287.123901,87.524506,30.67034,83.99247,25.324108,6.676437,111.180298,coconut
190.12355,144.515289,209.346954,73.189667,22.794968,82.351639,24.805164,6.626169,124.200607,coconut
143.086441,84.712387,255.548767,64.691544,23.800392,77.914032,23.954473,6.587677,294.475586,coconut
194.320236,110.846382,230.817474,81.385895,20.456347,83.60392,30.711079,6.995394,244.283615,coconut
195.260681,91.240845,264.414032,98.788712,25.441074,77.171669,32.316116,6.413726,180.13031,coconut
174.303085,134.584213,292.16153,66.726326,30.275141,81.606522,26.344616,6.816417,283.037476,coconut
197.797089,87.792007,205.453583,63.455921,28.992661,84.755219,31.828259,6.506659,281.80542,coconut
186.846466,125.332558,230.757874,82.73156,21.988468,84.467415,28.423111,6.779507,109.391922,coconut
175.290543,114.990768,206.662704,90.624374,20.119091,78.795692,28.863424,6.550279,139.998825,coconut
147.247498,119.85424,263.728394,99.842026,25.636417,76.920776,26.780396,6.816105,214.196564,coconut
159.693695,85.845482,265.589355,92.228806,26.37162,81.073082,23.331215,6.666072,137.05072,coconut
143.180923,97.583771,232.442078,93.621887,29.235418,76.043777,31.838221,6.868703,144.38031,coconut
168.329132,97.707596,247.428528,89.545334,28.069298,81.205925,24.223652,6.444376,286.700317,coconut
168.580322,85.417351,299.90155,60.804756,29.853556,79.587601,29.630508,6.59599,287.517151,coconut
160.541748,109.567276,231.233521,60.804756,29.225433,81.652351,24.827314,6.709327,146.925598,coconut
200.969025,23.584234,151.530167,66.29837,17.542942,33.204025,17.771074,7.045422,37.344246,rose
224.46875,28.585142,157.875885,60.782154,16.308796,38.678566,20.943548,6.480772,39.527554,rose
212.26236,26.388607,158.757614,73.181839,20.250204,28.500736,15.37536,7.12743,35.38147,rose
201.374313,32.841984,159.83609,65.109695,23.207985,27.864044,15.061142,7.394987,33.025459,rose
224.775375,46.272675,159.502426,60.608887,15.043697,36.599274,15.346977,6.700066,31.996101,rose
202.821381,43.112656,154.621246,59.28487,15.344213,24.960102,20.966373,7.177277,34.605629,rose
220.217926,26.412733,150.065689,73.4813,26.492178,21.366066,15.651027,6.343592,31.557867,rose
200.377136,44.072239,156.662079,79.899185,22.911413,22.086189,17.3214,6.619522,30.727854,rose
223.931213,20.861904,154.319763,61.905766,18.147663,38.78997,17.131863,6.632417,36.276211,rose
200.890045,33.486954,156.677658,76.851784,26.786591,29.018108,15.31832,6.500971,38.602779,rose
214.472229,42.293922,158.790726,69.71505,27.930756,33.71484,17.050001,7.400106,33.304878,rose
221.755798,28.388893,153.945099,73.681396,24.663765,25.625124,18.923517,6.809629,39.934887,rose
204.226547,35.883247,156.183548,64.478302,19.914854,37.641808,20.751675,6.462965,31.966284,rose
208.76947,26.587645,154.641647,62.314636,20.957241,33.10936,18.768261,6.539201,30.180199,rose
208.50769,44.113617,150.866989,64.38459,17.275032,22.624544,19.860123,7.035568,34.404678,rose
206.285553,43.581009,155.104462,59.688549,23.138447,35.565155,19.642567,6.838187,35.784412,rose
204.862595,21.039602,158.349823,73.968796,18.069885,23.562109,16.969252,6.52206,37.23003,rose
200.060425,20.103262,157.027634,72.147324,26.0289,32.765434,18.722958,6.758549,31.093594,rose
206.009201,20.321054,157.435822,75.93782,17.789072,29.440817,15.748581,6.198044,32.271648,rose
217.738327,23.636698,152.401306,70.285751,16.243509,22.768616,18.02099,6.591109,33.456154,rose
212.184158,46.519142,157.403275,77.055717,15.644438,34.233784,17.350702,7.08491,39.241619,rose
213.14563,48.646194,154.736389,78.744461,22.353191,33.956718,16.197819,7.234339,38.519791,rose
213.410507,34.738937,153.406769,68.951927,20.240883,26.935406,18.929461,7.115678,32.619106,rose
212.191254,38.947159,155.041885,72.80275,25.657364,33.922405,17.288101,6.855549,39.866314,rose
224.837433,27.382545,151.310608,78.714966,20.735786,35.503181,16.616928,6.266768,36.643051,rose
204.32074,24.192837,150.523666,72.950127,17.676538,35.23222,18.20013,6.687133,33.99329,rose
201.371475,30.559629,155.718613,76.604233,19.967829,26.468866,18.148386,7.225334,33.512981,rose
207.856186,31.263477,153.983765,79.640953,18.278131,24.006227,15.757683,6.05548,34.789986,rose
213.434555,33.015251,159.313675,80.423424,17.035496,25.591732,16.033367,6.925934,33.16943,rose
223.222137,35.798943,156.751068,63.140064,19.648829,23.926832,17.005529,6.827218,39.867691,rose
216.180298,48.007881,157.711899,72.591148,22.285511,36.734543,19.240242,6.92659,37.968708,rose
214.40358,36.599483,150.843842,65.721794,19.578438,37.795757,18.804443,6.471356,30.513676,rose
222.690887,44.384087,154.626968,64.922218,20.957624,22.605398,16.949076,7.30799,39.395245,rose
203.442642,24.396484,156.469513,64.772995,27.535717,25.235279,19.615601,6.55402,33.350174,rose
215.777878,49.441467,150.679947,71.83149,27.786423,25.659801,18.865585,6.366343,33.539131,rose
222.466263,40.656761,154.129379,66.531105,21.001322,38.204674,17.296053,6.508056,31.391346,rose
206.264023,47.50914,151.090759,65.057861,27.879929,29.195381,19.581974,6.231297,37.955803,rose
210.995804,25.8542,150.745636,64.312782,26.278599,26.025867,19.516611,6.709934,35.097,rose
222.843399,34.728996,150.791458,65.430298,15.912735,39.290863,19.617455,7.127578,32.119202,rose
205.195236,48.371044,155.410522,67.963631,18.027592,27.985353,15.713837,6.863714,34.232018,rose
211.885849,39.341156,157.423294,60.16457,25.065189,34.043976,19.83493,7.210906,33.69978,rose
212.315628,27.022919,159.582184,76.14534,15.84349,33.005699,15.667455,7.027684,35.42408,rose
201.951035,26.759937,159.355637,60.645031,27.691357,32.610477,19.637352,6.173343,34.166904,rose
216.112396,25.2244,153.606842,65.642868,16.980043,31.68578,19.586605,6.173871,35.666065,rose
221.085098,33.610565,154.223846,79.459976,21.80073,26.115061,19.435717,6.066885,35.604279,rose
210.458725,20.873554,150.22261,66.029617,16.966389,34.23502,18.497475,7.208911,31.450476,rose
222.397949,48.805408,158.711288,66.331421,25.118488,27.250935,18.229172,7.012058,32.834312,rose
200.947693,34.650166,152.573669,72.42878,24.870617,28.67717,15.404967,6.588946,39.665176,rose
210.51915,20.976816,157.250244,79.176941,27.995291,27.000456,16.220432,6.46746,33.722126,rose
203.40715,49.126461,156.147125,61.269241,27.90756,35.69175,18.977751,7.210103,36.290462,rose
218.686035,38.286865,154.974976,61.714527,26.114124,30.445786,18.425957,7.180055,38.906792,rose
222.703308,47.495956,154.653519,75.232658,15.639729,21.23424,18.571135,6.05237,32.241913,rose
216.55278,47.772659,150.883514,59.013699,22.260754,29.648468,20.17557,6.944441,38.909573,rose
207.096542,23.025801,158.381729,71.666458,18.355007,36.381191,16.355417,6.795733,38.773106,rose
209.894562,36.443115,159.695404,67.035408,26.297091,34.156647,20.859236,6.907918,38.884964,rose
216.390213,25.155203,152.194122,78.728668,27.996538,25.151649,15.792499,7.211209,32.902863,rose
211.417282,27.218639,158.905396,63.616581,21.031546,31.613411,19.55555,7.482867,32.286087,rose
211.266037,47.002747,155.414017,62.639645,18.264919,39.625511,18.007622,6.633253,33.67495,rose
224.246399,36.418678,156.177887,77.369621,18.27467,28.157877,16.55018,7.266688,36.072292,rose
224.851837,40.233887,158.21907,63.040005,23.067039,36.205143,20.588917,6.908801,32.153778,rose
209.488174,32.801689,152.165085,66.779709,22.91375,23.552345,20.013149,7.46047,31.643656,rose
215.426697,34.426559,153.889786,68.96077,25.560181,24.892418,20.790422,6.693279,36.585968,rose
214.255402,26.833374,159.062912,69.761795,27.645477,34.0009,18.39336,7.380157,31.549025,rose
207.179062,27.185772,156.792038,72.701927,15.871374,25.157743,15.962227,7.268461,34.993832,rose
218.869339,38.823044,150.359299,74.733765,25.095896,29.127697,19.406023,7.247299,30.125101,rose
205.033295,26.274841,159.742859,60.593285,27.4319,38.660702,16.258945,6.2465,32.940369,rose
204.64534,47.842529,150.921417,80.233032,21.872696,23.362417,18.25828,6.276517,32.949635,rose
200.133362,36.332184,151.450058,80.791626,24.975826,37.323078,17.987997,7.478597,35.222103,rose
216.029099,32.12904,150.48848,65.906067,25.710499,24.686567,20.775557,6.956434,35.05957,rose
202.488739,32.571529,151.712891,64.66333,22.785431,22.653278,16.875734,7.404095,37.181652,rose
205.328583,34.703228,156.860596,67.755257,15.003417,25.308432,18.701832,6.842311,38.921883,rose
202.914963,21.470194,157.911774,67.070641,22.775688,37.730545,19.610489,6.667339,30.48365,rose
214.804367,39.594448,151.295074,59.80867,23.62892,34.658981,17.543188,6.931779,31.348558,rose
207.279617,41.463165,156.216217,69.400284,27.694773,36.918907,17.339186,7.015654,34.587948,rose
219.027359,26.694595,151.518616,73.713509,24.75573,29.416321,18.197094,6.84121,36.087929,rose
210.889465,23.205011,155.518921,80.268654,17.429649,39.77404,15.978905,6.998665,39.920139,rose
217.738342,42.33672,156.438843,76.429901,16.661163,31.153931,20.83666,6.724565,36.038422,rose
216.425293,25.500002,150.229904,59.04493,21.87422,35.667255,15.426264,6.353269,38.922241,rose
211.837173,37.855175,158.09259,71.697426,27.300266,28.45121,16.383873,6.08761,39.585312,rose
203.257507,43.313538,153.689087,74.606842,16.656452,37.154388,16.057093,7.192025,39.760548,rose
219.832458,24.626465,156.377029,61.314167,21.78178,31.359005,19.404015,6.063371,35.212704,rose
205.523209,26.14204,153.067566,74.411957,25.414391,37.896996,19.80983,7.267665,38.492107,rose
200.960815,40.809494,158.342606,68.8395,17.296181,37.388626,19.628227,7.244394,32.00246,rose
211.385223,22.399122,157.260544,61.327866,16.042534,21.007473,18.579586,7.007812,34.122276,rose
212.619736,29.167841,151.449295,65.078407,15.769398,34.278187,15.165248,6.563398,37.265213,rose
210.855377,27.252609,158.03801,76.874908,15.593272,31.545273,19.487463,6.652313,30.887426,rose
202.775452,27.554325,159.454651,59.05653,16.039072,25.159122,19.372084,6.719021,37.025139,rose
224.037018,36.386478,150.354691,69.694992,21.800943,25.891598,19.720798,6.546265,39.5513,rose
222.121414,24.255354,153.452011,80.514557,18.858192,31.170786,16.495085,7.285565,34.562374,rose
202.021835,43.973007,155.632538,77.426147,19.31374,32.317001,20.922264,6.48571,33.097431,rose
223.888855,26.620369,158.573746,73.734993,16.867983,22.096741,19.309715,7.455066,31.705078,rose
206.609589,37.057045,155.617096,66.294266,26.771942,33.723129,15.508235,7.246036,36.206032,rose
217.448532,28.399561,159.522324,65.386917,16.87392,36.209419,20.712687,7.178988,39.683403,rose
213.144257,33.453739,157.636658,62.496788,16.51346,35.097641,16.703075,7.335223,33.254105,rose
213.788651,44.242813,152.409149,79.996185,27.643314,37.880875,16.470461,7.014496,31.199862,rose
211.317871,47.222603,159.881622,59.120682,26.969818,25.337116,19.11871,6.926288,39.808502,rose
218.177551,39.72858,157.379517,64.090073,15.94536,33.758339,17.962021,6.081722,36.194473,rose
218.43399,42.08535,153.330566,79.229218,21.51601,21.243292,19.728741,7.291013,34.149498,rose
211.451218,33.554787,151.33168,80.912308,23.945642,22.660194,16.106707,6.904884,35.030605,rose
209.20665,21.85762,157.867996,70.9961,26.655859,37.444908,17.737576,7.038156,31.254044,rose
220.922729,24.656878,155.043457,67.667564,16.301441,22.89657,15.604476,7.195108,31.331152,rose
216.779816,48.258015,158.192276,79.06678,23.949059,26.968626,19.80854,6.247195,33.952488,rose
212.121613,23.327816,155.77977,63.701218,21.431547,35.175449,16.348064,6.205495,31.737694,rose
210.727097,44.251328,156.338531,78.067848,24.930361,36.55555,18.147665,6.626887,32.67971,rose
224.059433,39.721176,154.408493,71.780289,23.643833,23.887537,16.147726,7.26285,38.540436,rose
206.148956,30.022411,157.298386,62.969872,18.187279,24.591772,19.545158,7.046706,37.825626,rose
221.616562,47.456337,151.857452,73.497749,27.36001,36.32959,19.12657,6.125552,32.59985,rose
216.797775,32.057899,150.847336,71.825218,25.304996,34.041466,15.984385,6.487414,34.578857,rose
222.574265,35.522411,157.52829,75.667297,25.061499,39.259026,19.971422,7.399974,36.747864,rose
208.453735,35.311516,159.950043,67.104591,26.660276,24.7808,20.510441,6.213162,32.185162,rose
220.055283,25.371433,154.536423,74.139389,26.961449,31.195854,17.041479,6.179439,34.339405,rose
217.406708,40.14888,153.905319,69.079254,18.843279,30.618034,18.375437,7.463345,31.960571,rose
213.976929,41.453552,153.017609,76.944092,24.074667,22.677795,19.320271,7.480828,30.677269,rose
221.016083,46.180923,152.879028,76.467255,16.257629,28.584482,15.669705,7.423833,36.341866,rose
203.791946,42.547997,151.165848,75.157661,19.885813,30.625507,15.955023,6.971157,36.082848,rose
201.59668,20.621393,154.466904,72.819,24.844063,35.955982,19.485519,6.544226,37.942482,rose
206.87146,23.433535,150.917038,76.523788,16.850901,39.129753,20.157169,6.576146,37.22929,rose
206.567383,20.102324,150.620499,63.852654,20.924885,34.78463,20.327106,6.190178,33.107986,rose
200.633682,37.007874,154.821594,72.333557,18.645008,21.84758,18.206318,7.090492,37.493782,rose
203.992874,27.688889,154.369049,72.949936,20.709093,30.300541,15.652253,6.361712,31.791666,rose
208.589233,44.075329,156.253036,78.587646,25.238625,27.101631,20.249371,6.675888,36.205421,rose
224.522537,43.628242,153.39534,79.627823,20.512991,22.944321,16.516033,7.045558,39.19886,rose
210.602463,44.745934,159.98616,79.336853,19.481033,24.023672,16.160488,6.107747,37.997696,rose
201.037766,22.47489,155.77536,60.084435,27.112547,23.311049,19.962059,6.354876,35.888821,rose
212.666794,27.081982,151.031998,78.624008,22.026451,37.041962,18.219109,6.880781,32.452965,rose
224.391113,38.988747,152.395294,79.457535,19.124348,21.904547,17.630949,7.122244,39.197559,rose
212.355637,49.697495,155.656982,65.174507,26.082363,27.648165,18.080769,7.281164,35.697323,rose
205.844345,46.810562,158.41153,76.853233,22.971811,30.800301,15.181128,6.962503,38.647438,rose
217.825104,31.074097,155.725861,79.369843,25.640358,22.147839,16.359692,6.913257,33.347057,rose
223.806854,33.252281,156.988663,77.170647,22.028006,29.308357,19.187475,6.686049,30.72793,rose
215.050995,48.668182,156.279526,80.745773,21.62767,28.245209,17.918705,6.500659,39.901478,rose
213.747818,35.730972,150.769318,66.037407,26.941799,24.044407,16.964167,6.608365,34.678207,rose
215.58667,31.510292,155.180923,75.237427,17.977066,35.276985,17.996016,6.933244,34.680416,rose
202.172607,21.995998,152.059296,63.446999,15.059216,23.42066,19.266769,6.706154,31.639174,rose
224.474915,29.9823,157.107849,63.105259,23.872158,39.599957,20.111832,7.235252,37.357918,rose
214.646103,21.231472,159.589417,66.017715,26.620899,38.16452,19.143742,6.696094,33.220852,rose
208.321564,32.01841,159.357681,67.41687,18.246494,27.012432,17.811926,6.25286,39.464798,rose
221.091476,27.438639,158.965317,77.603012,23.23217,35.929546,18.238401,7.360805,39.957767,rose
206.443878,33.289368,150.436752,78.842926,23.925894,32.20599,20.128126,7.183508,37.799709,rose
205.895828,47.540821,156.885971,62.084167,15.307993,26.271461,16.783348,6.152834,36.212662,rose
204.545212,42.750153,158.915359,63.7076,21.892447,39.710342,17.748842,6.073967,32.142929,rose
201.499161,38.660805,154.973175,71.982315,22.887341,23.401844,16.169605,7.362947,32.139114,rose
223.302536,37.689697,150.791275,72.163422,19.151272,35.889496,20.158785,6.116179,38.173233,rose
218.522156,34.203709,151.932968,59.651691,17.967112,22.38814,16.069115,6.054795,32.820198,rose
222.515259,34.841728,157.852203,67.44957,24.14497,30.986324,16.839312,7.28678,38.48098,rose
202.094482,30.237698,151.957138,66.321083,24.037086,26.515003,15.113808,7.087337,34.256081,rose
220.11882,34.825104,156.399872,73.470695,27.811176,37.34412,20.554634,6.599021,30.762678,rose
204.386719,38.275261,158.769241,62.973351,25.995872,30.116079,15.99648,6.362926,35.71027,rose
208.661865,30.340023,152.577637,71.173737,16.961971,21.299633,20.440914,7.277514,37.364067,rose
220.752518,21.832975,151.221466,64.804253,18.456184,38.1917,17.760952,6.189513,38.256458,rose
208.379593,45.964153,153.138306,76.923286,18.704966,39.416618,16.648733,6.724638,37.501938,rose
217.251099,24.41535,158.830688,68.761383,27.200596,27.401264,19.690285,6.453402,33.569489,rose
220.275055,45.461216,154.616806,63.432076,23.969173,21.136019,19.276985,7.235071,37.455318,rose
218.98204,40.710083,153.124451,75.260139,23.185999,23.440292,17.809221,6.832386,35.499634,rose
218.288864,26.89024,154.606049,69.845818,26.313145,29.712313,18.652344,6.808278,39.458309,rose
207.941849,22.543196,155.648804,61.056087,17.995626,37.177979,16.496092,6.615851,39.908283,rose
218.373154,29.698833,155.519745,73.717682,27.310349,24.344839,20.44017,6.454629,34.697193,rose
205.644501,26.587732,150.263016,76.020325,24.395508,36.360477,15.733113,6.589442,35.155632,rose
213.786194,49.35376,154.060333,78.909317,25.967438,27.978279,16.677219,6.078354,38.555717,rose
211.198257,40.77293,151.245621,72.087524,24.950706,25.492676,15.799862,7.367886,38.04425,rose
204.451355,39.840012,157.251678,72.190971,18.423513,25.668835,19.920589,7.27549,35.883564,rose
203.837189,48.021942,150.339844,78.655098,19.595108,35.223488,19.595922,6.579013,38.457199,rose
224.946075,26.503902,152.014938,79.124939,23.892506,28.537083,17.76403,6.476251,32.722458,rose
220.038025,21.350306,152.432602,66.428398,21.400579,39.94582,16.916603,6.708734,30.56398,rose
206.009781,20.017939,152.399139,61.102093,19.654324,37.64415,17.862692,7.285167,30.096371,rose
224.42099,36.486202,159.122787,61.230194,19.764664,28.137039,16.875862,6.211503,30.080378,rose
209.684113,22.581778,152.022034,73.446106,20.021477,38.110344,15.060345,7.404827,33.784832,rose
214.331345,32.036346,151.756821,69.518959,22.900818,24.65658,20.674618,6.038027,39.561169,rose
220.512466,43.924843,158.088104,79.833199,27.996834,24.066586,20.114262,6.072308,30.038143,rose
216.127991,35.871147,152.458786,71.28904,15.947371,30.31633,20.188471,7.088335,31.584541,rose
220.227173,29.577168,158.642792,72.603127,23.208813,29.92804,16.457966,6.190862,35.77383,rose
200.057678,36.674995,157.003479,62.540802,21.88928,23.77693,16.863104,6.146275,32.181072,rose
217.627167,24.53195,157.431976,62.271355,23.834713,32.718174,15.358076,6.951282,33.723656,rose
218.529694,47.266869,159.434082,63.766544,27.360085,25.817535,15.616751,6.307041,33.947067,rose
218.579834,20.878702,158.936447,63.192493,24.856392,25.16507,17.932219,6.201069,35.00127,rose
215.14241,39.37368,155.28418,70.720917,19.979683,23.704498,17.197388,6.738062,32.204636,rose
